nct,title,status,why_stopped,phase,enrollment,enrollment_type,allocation,masking,purpose,start,primary_completion,completion,first_posted,last_update,sponsor,collaborators,conditions,interventions,primary_outcome,countries,has_korea
NCT05749627,Using Neoantigen Peptide Vaccine/neoantigen-based DC to Treat Advanced Malignant Solid Tumors,RECRUITING,,NA,20,ESTIMATED,NA,NONE,TREATMENT,2023-04-01,2025-12-31,2025-12-31,2023-03-01,2025-02-27,The First Affiliated Hospital of Nanchang University,Shanghai Dengding BioAI Co.,Advanced Malignant Solid Tumors,Neoantigen peptide vaccine; Neoantigen-based DC immune preparation,Progression-free survival; Overall response rate; Tumor makers,China,
NCT05886439,LK101 Combined With PD-1 or PD-L1 Monoclonal Antibody in the Treatment of Lung Cancer,RECRUITING,,"PHASE1,PHASE2",60,ESTIMATED,NON_RANDOMIZED,NONE,TREATMENT,2023-05-11,2027-05-30,2028-05-30,2023-06-02,2025-12-08,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences",,Lung Cancer,LK101 injection (personlized neoantigen pulsed DC vaccine ); Pembrolizumab; Durvalumab; Tislelizumab,DLT; AE; irAE; SAE,China,
NCT05908643,A First-In-Human Trial of pTTL in Advanced Colorectal Cancer,RECRUITING,,"PHASE1,PHASE2",16,ESTIMATED,NA,NONE,TREATMENT,2023-03-15,2027-12,2032-06,2023-06-18,2025-05-29,Neogap Therapeutics AB,CTC Clinical Trial Consultants AB; Karolinska University Hospital; Region Västmanland; Vecura,Colorectal Cancer,pTTL,"Safety of pTTL administration, as determined by assessment of incidence and severity of adverse events (AE). Immunological AEs and AEs known to be associated with T cell therapies will be classified as AEs of special interest (AESI).",Sweden,
NCT05916248,Combination Therapy of Personalized mRNA-0217 Vaccines and Pembrolizumab in Patients With Advanced Solid Tumors,RECRUITING,,EARLY_PHASE1,34,ESTIMATED,NON_RANDOMIZED,NONE,TREATMENT,2023-12-20,2026-06-30,2026-12-30,2023-06-23,2025-04-01,Ruijin Hospital,Shanghai Xinpu BioTechnology Company Limited,Advanced Solid Tumor,Personalized neoantigen tumor vaccine; PD-1 inhibitor,Maximum tolerated dose (MTD) or Dose-limiting toxicity(DLT); Percentage of Participants With Adverse Events (AEs); Biologically Effective Dose (BED).,China,
NCT05916261,Personalized Tumor Vaccines and Pabolizumab in Patients With Advanced Pancreatic Cancer,RECRUITING,,EARLY_PHASE1,54,ESTIMATED,NA,NONE,TREATMENT,2023-04-26,2026-11-30,2026-12-30,2023-06-23,2023-10-26,Ruijin Hospital,,Advanced Pancreatic Cancer,Personalized neoantigen tumor vaccine,"Maximum tolerated dose (MTD) or Dose-limiting toxicity(DLT),If MTD is not reached, Biologically Effective Dose (BED); Reaction of antigen-specific T cells in peripheral blood; Objective response rate (ORR); Disease control rate (DCR)",China,
NCT05937295,FusionVAC22_01: Fusion Transcript-based Peptide Vaccine Combined with Immune Checkpoint Inhibition,RECRUITING,,PHASE1,20,ESTIMATED,NA,NONE,TREATMENT,2023-09-26,2026-09,2027-01,2023-07-10,2024-12-09,University Hospital Tuebingen,,Fibrolamellar Hepatocellular Carcinoma,Fusion-VAC-XS15,To assess immunogenicity in terms of induction of peptide specific T-cell responses; Incidence of Treatment-Emergent Adverse Events [Safety and Tolerability] of the peptide vaccine in combination with anti-PD-L1 immune checkpoint inhibition,Germany,
NCT05968326,A Study of the Efficacy and Safety of Adjuvant Autogene Cevumeran Plus Atezolizumab and mFOLFIRINOX Versus mFOLFIRINOX Alone in Participants With Resected PDAC,RECRUITING,,PHASE2,260,ESTIMATED,RANDOMIZED,NONE,TREATMENT,2023-10-18,2031-01-01,2031-01-01,2023-08-01,2026-08-04,"Genentech, Inc.",BioNTech SE,"Adenocarcinoma, Pancreatic Ductal",Autogene cevumeran; Atezolizumab; mFOLFIRINOX,Disease Free Survival (DFS),Belgium; Canada; France; Germany; Netherlands; South Korea; Spain; Sweden; United Kingdom; United States,Y
NCT06019702,Clinical Study of Personalized mRNA Vaccine Encoding Neoantigen Alone in Subjects With Advanced Digestive System Neoplasms,RECRUITING,,PHASE1,20,ESTIMATED,NA,NONE,TREATMENT,2023-09-08,2027-08-31,2027-12-31,2023-08-31,2023-09-11,Sir Run Run Shaw Hospital,"Hangzhou Neoantigen Therapeutics Co., Ltd.",Digestive System Neoplasms,iNeo-Vac-R01,Number of Participants with Adverse Events (AEs) [safety and tolerability]; Proportion of Subjects Receiving iNeo-Vac-R01 Injection Treatment to Enrolled Subjects [feasibility]; Dose-limiting Toxicity (DLT),China,
NCT06026774,Clinical Study of Personalized mRNA Vaccine Encoding Neoantigen in Subjects With Resected Digestive System Neoplasms,RECRUITING,,PHASE1,20,ESTIMATED,NA,NONE,TREATMENT,2023-09-08,2027-08-31,2027-12-31,2023-09-07,2023-09-11,Sir Run Run Shaw Hospital,"Hangzhou Neoantigen Therapeutics Co., Ltd.",Digestive System Neoplasms,iNeo-Vac-R01 in combination with standard adjuvant therapy,Number of Participants with Adverse Events (AEs) [safety and tolerability],China,
NCT06026800,Clinical Study of Personalized mRNA Vaccine Encoding Neoantigen in Combination With Standard First-line Treatment in Subjects With Advanced Digestive System Neoplasms,RECRUITING,,PHASE1,20,ESTIMATED,NA,NONE,TREATMENT,2023-09-08,2027-08-31,2027-12-31,2023-09-07,2023-09-11,Sir Run Run Shaw Hospital,"Hangzhou Neoantigen Therapeutics Co., Ltd.",Digestive System Neoplasms,iNeo-Vac-R01,Number of Participants with Adverse Events (AEs) [safety and tolerability],China,
NCT06077760,A Study of Intismeran Autogene (V940) Plus Pembrolizumab (MK-3475) Versus Placebo Plus Pembrolizumab in Participants With Non-small Cell Lung Cancer (V940-002),RECRUITING,,PHASE3,868,ESTIMATED,RANDOMIZED,DOUBLE,TREATMENT,2023-12-06,2030-06-25,2035-12-21,2023-10-11,2026-07-31,Merck Sharp & Dohme LLC,"ModernaTX, Inc.",Non-small Cell Lung Cancer,Intismeran autogene; Pembrolizumab; Placebo,Disease- Free Survival (DFS),Argentina; Australia; Belgium; Brazil; Canada; Chile; Costa Rica; Czechia; Denmark; Estonia; Finland; France; Germany; Greece; Hungary; Ireland; Italy; Japan; Latvia; Lithuania; Malaysia; Mexico; New Zealand; Norway; Philippines; Poland; Portugal; Slovakia; South Korea; Spain; Taiwan; Turkey (Türkiye); United States,Y
NCT06094101,Personalized Vaccination in Fusion+ Sarcoma Patients (PerVision),RECRUITING,,"PHASE1,PHASE2",30,ESTIMATED,NA,NONE,TREATMENT,2023-09-19,2027-06,2027-09,2023-10-23,2026-05-04,University Hospital Tuebingen,Deutsches Konsortium fürTranslationale Krebsforschung (DKTK); Cooperative Ewing Sarkom Studiengruppe; Cooperative Weichteilsarkom Study Group,Ewing Sarcoma; Rhabdomyosarcoma; Synovial Sarcoma,Peptide vaccine IPX,Success of treatment,Germany,
NCT06114225,Pulmonary Resectable Osteosarcoma Treated by Metastasectomy and Pre-operative Immunotherapy and Stereotactic Body Radiotherapy (PROMIS): a Prospective Clinical Trial,RECRUITING,,PHASE2,43,ESTIMATED,NA,NONE,TREATMENT,2023-06-01,2026-09-15,2026-12-30,2023-11-02,2023-11-02,Ruijin Hospital,,Osteosarcoma,metastasectomy and pre-operative immunotherapy (gemcitabine and penpulimab ) and stereotactic body radiotherapy,12-month progression-free survival rate (12m-PFSR),China,
NCT06141369,Treatment of Advanced Endocrine Tumor With Iindividualized mRNA Neoantigen Vaccine (mRNA-0523-L001),RECRUITING,,NA,21,ESTIMATED,NA,NONE,TREATMENT,2024-01-13,2026-12-30,2027-06-30,2023-11-21,2026-04-09,Shanghai Jiao Tong University School of Medicine,,Adrenal Cortical Carcinoma; Medullary Thyroid Cancer; Thymic Neuroendocrine Carcinoma; Pancreatic Neuroendocrine Tumor,individualized mRNA neoantigen vaccine (mRNA-0523-L001),"Maximum tolerated dose (MTD) or Dose-limiting toxicity (DLT).If MTD is not reached, Biologically Effective Dose (BED)tumor neoantigen.; Incidence of treatment-related adverse events.",China,
NCT06195293,Anti-cancer Neoantigen Polypeptide Vaccine to Treat Solid Tumors,RECRUITING,,PHASE1,30,ESTIMATED,NA,NONE,TREATMENT,2024-06-04,2029-12-30,2037-12-30,2024-01-08,2024-06-26,Second Affiliated Hospital of Guangzhou Medical University,,"Solid Tumor, Adult",Neoantigen Polypeptide Vaccine,Number of Patients with Dose Limiting Toxicity,China,
NCT06195384,Anti-cancer Neoantigen mRNA Vaccine to Treat Solid Tumors,RECRUITING,,PHASE1,30,ESTIMATED,NA,NONE,TREATMENT,2024-05-08,2027-12-30,2037-12-30,2024-01-08,2024-06-26,Second Affiliated Hospital of Guangzhou Medical University,,"Solid Tumor, Adult",Neoantigen mRNA Vaccine,Number of Patients with Dose Limiting Toxicity,China,
NCT06205849,Intra-tumoral Mitazalimab (CD40 Antibody) With Irreversible Electroporation (IRE) in Locally Advanced Pancreas Cancer,RECRUITING,,PHASE1,18,ESTIMATED,NA,NONE,TREATMENT,2024-07-17,2028-08,2030-08,2024-01-16,2026-06-25,"University of California, San Diego","University of California, Los Angeles; National Cancer Institute (NCI)",Pancreatic Cancer,IRE + intratumoral mitazalimab (CD40 antibody) injection; NanoKnife,Safety and tolerability,United States,
NCT06253234,Safety and Efficacy Study for DC Vaccine in Recurrent or Progressive High-grade Gliomas,RECRUITING,,PHASE1,12,ESTIMATED,NA,NONE,TREATMENT,2024-02-02,2025-06-30,2025-12-31,2024-02-12,2025-02-11,Beijing Tiantan Hospital,ZhongSheng BioTech Inc.,WHO Grade III Gliomas; WHO Grade IV Gliomas,personalized dendritic cell injection ZSNeo-DC1.1,AE and SAE; DLT,China,
NCT06314087,Individualized Neoantigen Therapy with Unusual Radiotherapy Enhancement (iNATURE),RECRUITING,,PHASE2,154,ESTIMATED,RANDOMIZED,NONE,TREATMENT,2024-01-31,2026-08-16,2026-08-31,2024-03-15,2025-03-25,The University of Hong Kong-Shenzhen Hospital,,Advanced Tumors,Placebo + conventional treatment including radiotherapy; Radiation: Radiation Therapy；Biological: Personalized tumor peptide vaccine,Progression free survival,China,
NCT06324240,Personalized Vaccine Immunotherapy in Combination With Checkpoint Inhibitor for Treatment of Triple Negative Breast Cancer,RECRUITING,,PHASE1,18,ESTIMATED,RANDOMIZED,NONE,TREATMENT,2025-12-02,2026-12-31,2026-12-31,2024-03-21,2026-01-26,Emory University,National Cancer Institute (NCI),Anatomic Stage I Breast Cancer AJCC v8; Anatomic Stage IA Breast Cancer AJCC v8; Anatomic Stage IB Breast Cancer AJCC v8; Anatomic Stage II Breast Cancer AJCC v8; Anatomic Stage IIA Breast Cancer AJCC v8; Anatomic Stage IIB Breast Cancer AJCC v8; Anatomic Stage III Breast Cancer AJCC v8; Anatomic Stage IIIA Breast Cancer AJCC v8; Anatomic Stage IIIB Breast Cancer AJCC v8; Anatomic Stage IIIC Breast Cancer AJCC v8; Anatomic Stage IV Breast Cancer AJCC v8; Early Stage Triple-Negative Breast Carcinoma; Locally Advanced Triple-Negative Breast Carcinoma; Metastatic Triple-Negative Breast Carcinoma; Prognostic Stage I Breast Cancer AJCC v8; Prognostic Stage IA Breast Cancer AJCC v8; Prognostic Stage IB Breast Cancer AJCC v8; Prognostic Stage II Breast Cancer AJCC v8; Prognostic Stage IIA Breast Cancer AJCC v8; Prognostic Stage IIB Breast Cancer AJCC v8; Prognostic Stage III Breast Cancer AJCC v8; Prognostic Stage IIIA Breast Cancer AJCC v8; Prognostic Stage IIIB Breast Cancer AJCC v8; Prognostic Stage IIIC Breast Cancer AJCC v8; Prognostic Stage IV Breast Cancer AJCC v8; Recurrent Breast Carcinoma; Unresectable Triple-Negative Breast Carcinoma,Ipilimumab; Pembrolizumab; Vaccine Therapy,Incidence of adverse events (Phase Ia); Dose limiting toxicity (Phase Ia),United States,
NCT06326736,Study of Neoantigen mRNA Vaccines in Patients With Resectable Pancreatic Cancer,RECRUITING,,EARLY_PHASE1,12,ESTIMATED,NA,NONE,TREATMENT,2024-04,2025-12,2026-12,2024-03-22,2024-03-22,"Jinling Hospital, China",Jiangsu Synthgene Biotechnology Co.Ltd.,Pancreatic Cancer,Surgery; Camrelizumab; SJ-Neo006; Gemcitabine+Abraxane,Incidence of Treatment Emergent Adverse Events (TEAEs),China,
NCT06329908,DC Combined With ICIs in the Treatment of Advanced Lung Cancer Resistant to ICIs,RECRUITING,,EARLY_PHASE1,20,ESTIMATED,NA,NONE,TREATMENT,2023-09-27,2024-09-30,2026-10-31,2024-03-26,2024-03-26,Zhen-Yu Ding,,Lung Cancer,LG002,The safety of Neo-DCVac combined with ICIs.,China,
NCT06338150,Precision Medicine Study,RECRUITING,,,100,ESTIMATED,,,,2024-07-17,2026-06,2026-06,2024-03-29,2025-09-25,Icahn School of Medicine at Mount Sinai,National Cancer Institute (NCI),Multiple Myeloma,,Total number of somatic Single-nucleotide variants (SNVs) per patient,United States,
NCT06341907,Application of MRD Combined With Personalized Vaccine in the Treatment of Postoperative Recurrence Prevention of EOC,RECRUITING,,"PHASE2,PHASE3",10,ESTIMATED,NA,NONE,TREATMENT,2024-01-01,2026-12-31,2026-12-31,2024-04-02,2024-04-02,Second Affiliated Hospital of Wenzhou Medical University,,Epithelial Ovarian Cancer,Neoantigen polypeptide vaccine,ORR; PFS; OS; CA 125,China,
NCT06344156,Neoantigen Vaccine Plus Anti-PD1 and Chemotherapy as an Adjuvant Therapy for Pancreatic Cancer,RECRUITING,,PHASE1,43,ESTIMATED,NA,NONE,TREATMENT,2024-04-01,2026-04-01,2027-04-01,2024-04-03,2025-02-28,Sichuan University,,Pancreatic Cancer; Adjuvant Therapy,Neoantigen Vaccine Plus Anti-PD1 and Chemotherapy,18-month RFS; Incidence of Treatment-Related Adverse Events [Safety and Tolerability],China,
NCT06353646,XH001 Combination With Immunocheckpoint Inhibitor and Chemotherapy for Patients With Resected Pancreatic Cancer,RECRUITING,,NA,28,ESTIMATED,NON_RANDOMIZED,NONE,TREATMENT,2024-03-12,2026-06,2026-12,2024-04-09,2026-02-13,Wu Wenming,NeoCura,Pancreatic Cancer,XH001; Ipilimumab Injection; Sintilimab injection; Chemotherapy,DFS; DFS rate; MFS; OS,China,
NCT06389591,RNA-Lipid Particle (RNA-LP) Vaccines for Recurrent Adult Glioblastoma (GBM),RECRUITING,,PHASE1,24,ESTIMATED,NA,NONE,TREATMENT,2024-12-02,2026-12-01,2027-12-01,2024-04-29,2026-05-15,University of Florida,National Cancer Institute (NCI),Recurrent Glioblastoma,"pp65 RNA loaded lipid particles, pp65 RNA-LPs (Drug Product 1 or DP1); RNA loaded lipid particles, RNA-LPs (Drug Product 2 or DP2)",Percentage of vaccines meeting release criteria in the DLT window during the first three vaccines; Incidence of investigational treatment related toxicities,United States,
NCT06406816,Neoantigen Vaccine Plus Capecitabine as Adjuvant Therapy for Intrahepatic Cholangiocarcinoma After Radical Resection,RECRUITING,,EARLY_PHASE1,10,ESTIMATED,NA,NONE,PREVENTION,2024-05-06,2026-05,2026-05,2024-05-09,2025-05-15,Yongyi Zeng,,Intrahepatic Cholangiocarcinoma,Neoantigen Vaccine plus Capecitabine,"Incidence of Treatment-Emergent Adverse Events (TEAEs) and Treatment-Related Adverse events (TRAEs), Serious adverse events (SAEs), and grade 3 or higher TRAEs.",China,
NCT06435351,Personalized Dendritic Cell Vaccine Pilot for High Risk TNBC After Neoadjuvant Therapy,RECRUITING,,EARLY_PHASE1,16,ESTIMATED,NA,NONE,TREATMENT,2024-06-12,2029-05,2029-05,2024-05-30,2026-04-01,H. Lee Moffitt Cancer Center and Research Institute,,Breast Cancer; Triple Negative Breast Cancer,Leukapheresis; Dendritic Cell (DC) Vaccine,Percentage of patients enrolled who successfully undergo at least one vaccination.,United States,
NCT06441955,Covid-19 Long Haul Preventative and Health Promotion Care Clinical Trial Acceleration Program.,RECRUITING,,PHASE4,100,ESTIMATED,RANDOMIZED,NONE,BASIC_SCIENCE,2024-03-01,2030-09-30,2030-09-30,2024-06-04,2024-11-27,Well- Konnect Healthcare Services and Research Firm,National Institutes of Health (NIH),"COVID-19, Long Haul","Ritonavir-Boosted Nirmatrelvir (Paxlovid); Physiological Evaluation; Moderna COVID-19 Vaccine; Biopsychological; Behavioral (e.g., Psychotherapy, Lifestyle Counseling); Genetic (including gene transfer, stem cell and recombinant DNA); Multidisciplinary approach",Adherence,United States,
NCT06496373,Clinical Study of mRNA Vaccine Combined With PD-1 Inhibitor as Adjuvant Therapy for Postoperative Pancreatic Cancer,RECRUITING,,EARLY_PHASE1,20,ESTIMATED,NA,NONE,TREATMENT,2024-07-16,2026-06-30,2027-06-30,2024-07-11,2025-11-17,Ruijin Hospital,Shanghai Xinpu BioTechnology Company Limited,Pancreatic Cancer Resectable; Chemotherapy-intolerant,Fixed neoantigen tumor vaccine; personalized neoantigen tumor vaccine; PD-1 inhibitor,Drug related toxicity,China,
NCT06497010,An Exploratory Study of Individualized Neo-antigen mRNA Cancer Vaccine InnoPCV in Advanced Solid Tumor Treatment,RECRUITING,,EARLY_PHASE1,40,ESTIMATED,NA,NONE,TREATMENT,2024-08-29,2026-07,2026-12,2024-07-11,2025-05-01,The Affiliated Hospital Of Guizhou Medical University,Innovac Therapeutics,Advanced Solid Tumor,Biological: PD-1; Biological: InnoPCV,Recommended Phase 2 Dose (RP2D),China,
NCT06522919,Sequential Immunochemotherapy Treatment with Pembrolizumab Plus Dendritic Cell (DC) Vaccine Followed by Trifluridine/Tipiracil Plus Bevacizumab in Refractory Mismatch-repair-proficient (pMMR) or Microsatellite-stable (MSS) Metastatic Colorectal Cancer,RECRUITING,,PHASE2,36,ESTIMATED,NA,NONE,TREATMENT,2025-01-07,2026-04-01,2026-09-01,2024-07-26,2025-01-28,Istituto Romagnolo per lo Studio dei Tumori Dino Amadori IRST S.r.l. IRCCS,,Colorectal Cancer Metastatic; Microsatellite Stable Colorectal Carcinoma; Refractory Mismatch-repair-proficient (pMMR) Metastatic Colorectal Cancer,Autologous Dendritic Cell (DC) Vaccine,Overall Response Rate (ORR),Italy,
NCT06529822,Personalized Cancer Vaccine (PCV) Strategy in Patients With Solid Tumors and Molecular Residual Disease,RECRUITING,,PHASE1,64,ESTIMATED,NON_RANDOMIZED,NONE,TREATMENT,2025-03-20,2030-01-31,2034-06-30,2024-07-31,2026-07-17,Washington University School of Medicine,"Natera, Inc.",Muscle-Invasive Bladder Carcinoma; Gastroesophageal Adenocarcinoma; Melanoma; Non-small Cell Lung Cancer,Synthetic long peptide personalized cancer vaccine; Poly ICLC; Signatera assay,Safety as measured by treatment-emergent adverse events (TEAEs); Safety as measured by treatment-related adverse events (TRAEs); Safety as measured by serious adverse events (SAEs); Feasibility as measured by the success of enrolling patients with molecular residual disease; Feasibility as measured by the expected time frame for vaccine creation; Feasibility as measured by the rate of successful v,United States,
NCT06534983,A Study to Evaluate the Efficacy and Safety of Autogene Cevumeran With Nivolumab Versus Nivolumab Alone in Participants With High-risk Muscle-invasive Urothelial Carcinoma (MIUC),RECRUITING,,PHASE2,62,ESTIMATED,RANDOMIZED,QUADRUPLE,TREATMENT,2024-12-09,2027-11-10,2027-11-10,2024-08-02,2026-08-04,Hoffmann-La Roche,BioNTech SE,Muscle-invasive Urothelial Carcinoma,Autogene Cevumeran; Nivolumab,Number of Participants With Adverse Events (AEs),Argentina; Australia; Belgium; Brazil; Canada; Denmark; France; Germany; Greece; Italy; Mexico; Netherlands; Norway; Poland; South Korea; Spain; Sweden; Taiwan; United Kingdom; United States,Y
NCT06539988,Advancing Decisions About Virtual Service Encounters,RECRUITING,,NA,600,ESTIMATED,RANDOMIZED,NONE,HEALTH_SERVICES_RESEARCH,2026-04-01,2027-09-30,2028-06-30,2024-08-06,2026-04-08,VA Office of Research and Development,,Health Care Costs; Delivery of Health Care,Clinician Coaching Sessions; Personalized text messages to patients,Veterans' perceptions of the value of their healthcare,United States,
NCT06564623,Targeting Driver Oncogenes With a Peptide Vaccine Plus Durvalumab and Tremelimumab for Patients With Biliary Tract Cancers (BTC),RECRUITING,,PHASE1,25,ESTIMATED,NA,NONE,TREATMENT,2025-05-27,2029-03,2029-03,2024-08-21,2026-05-08,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,AstraZeneca; Private Philanthropic Funds,Biliary Tract Cancers,mBTC vax [0.3 - 2.4 mg peptide + 0.5 mg Poly-ICLC (Hiltonol)]; Durvalumab; Tremelimumab,Number of participants experiencing grade 3 or above drug-related toxicities; Maximum percentage change in interferon-producing mutant-specific cluster of differentiation 8 (CD8) and cluster of differentiation 4 (CD4) T cells.,United States,
